ID	Rotatable bond count	logP	Polar surface area	acceptorcount	donorcount	Mass
22760174	5	5.03	70.84	4	1	381.86
22800759	7	4.41	32.51	3	0	369.553
22824823	3	0.55	103.77	6	1	396.403
22943066	4	3.14	62.72	3	0	401.466
22943390	7	5.57	41.57	3	1	428.576
22945563	7	4.90	50.80	4	1	448.538
22955710	6	4.45	65.95	3	2	441.579
22980162	4	5.03	24.30	3	0	406.96
22981735	7	4.72	49.64	3	1	439.00
22985863	5	3.51	42.43	4	0	360.457
23002086	4	4.79	49.41	2	1	410.82
23006341	7	4.82	23.47	2	1	359.461
23025683	6	4.25	41.29	3	1	375.516
23054549	8	4.02	55.84	3	0	399.531
23066687	7	4.80	19.37	3	0	391.534
23080690	3	5.05	49.33	4	0	404.558
23106883	8	0.84	96.45	6	2	429.496
23136888	6	4.60	49.94	3	2	359.83
23155572	5	2.28	36.02	4	0	432.01
23181381	5	4.96	46.09	4	0	407.465
23193489	7	4.91	50.80	3	1	434.511
23213333	7	4.34	54.63	5	0	438.495
23236630	4	3.80	33.20	3	0	328.84
23245929	7	4.33	57.34	5	0	429.524
23254767	4	2.48	78.60	6	0	438.92
23273853	5	4.56	38.50	3	0	400.88
23277555	6	3.79	50.52	4	1	381.451
23279956	4	3.78	58.22	3	1	403.50
23301612	2	2.77	36.69	2	0	358.50
23309638	5	4.21	45.23	3	1	403.501
23312342	5	4.47	47.67	3	1	405.453
23326867	11	4.06	37.83	5	0	437.628
23331830	7	3.34	49.50	3	1	340.398
23341433	7	5.41	23.47	2	1	431.422
23352168	8	4.17	42.43	3	0	364.489
23420063	6	3.45	42.50	3	2	363.505
23423366	11	3.46	59.23	3	0	381.520
23428996	5	3.00	58.81	4	0	383.492
23466228	7	3.90	26.71	3	1	372.94
23488809	7	3.15	67.60	4	1	357.454
23497121	10	3.98	61.20	5	1	414.509
23527992	5	3.68	48.49	3	2	370.537
23534546	4	3.11	19.37	3	0	339.458
23539037	7	3.95	24.94	4	0	372.484
23577652	6	2.92	65.07	5	0	401.434
23587391	6	4.25	37.38	3	0	395.44
23596520	6	2.74	59.56	5	0	431.540
23612220	5	4.44	42.16	3	0	379.52
23637537	8	3.49	93.82	5	2	424.497
23651393	6	2.98	62.39	4	1	315.39
23685031	6	3.64	67.35	5	1	416.525
23689568	6	4.79	42.16	3	0	395.93
23761957	6	4.82	39.08	3	1	385.87
23766532	2	2.83	41.91	4	0	270.311
23781549	7	4.14	51.97	4	1	388.446
23788348	2	3.40	42.68	2	0	321.80
23791579	9	3.93	51.91	3	0	405.92
23798405	5	4.47	33.20	3	0	374.459
23818445	4	4.58	56.33	2	2	432.90
23828961	5	4.50	49.94	3	2	335.451
23835905	7	3.88	51.73	4	2	407.558
23877268	9	5.56	49.58	3	0	437.628
23966138	6	5.28	58.53	3	2	421.90
24001468	8	4.58	49.58	3	0	417.98
24014123	4	4.12	53.09	5	0	443.61
24036466	5	4.74	29.27	2	0	332.48
24043944	6	4.76	55.63	4	1	387.462
24051972	9	3.26	41.29	3	1	341.499
24077107	3	3.94	23.55	2	0	374.476
24129931	6	4.75	38.50	3	0	370.88
24199950	5	3.59	68.46	4	0	391.471
24284742	5	4.13	32.78	3	0	430.471
24293073	7	4.40	33.53	4	0	404.558
24311749	6	3.61	49.64	3	1	420.601
24326548	9	4.45	42.43	3	0	366.505
24336007	4	4.53	23.55	3	0	390.571
24352006	7	3.21	54.46	4	1	353.466
24365124	6	3.97	49.50	3	1	400.51
24366413	6	3.20	68.52	5	1	362.46
24369067	7	3.81	45.40	4	0	364.493
24402084	4	4.41	40.54	3	1	364.27
24402629	4	4.09	38.13	3	0	367.88
24450527	4	3.14	72.72	6	0	411.506
24503285	7	5.34	49.74	3	1	417.532
24505497	4	4.51	38.77	4	0	373.452
24548755	5	5.09	55.63	4	1	399.52
24552070	8	4.70	46.61	3	0	419.96
24564711	6	3.25	39.85	3	1	354.494
24576143	6	4.69	60.03	4	1	448.494
24585568	9	3.40	35.94	4	1	400.538
24588868	9	4.36	48.83	5	1	443.65
24591080	7	5.54	41.57	3	1	446.61
24594082	4	4.48	53.43	3	1	402.538
24598058	5	4.16	27.74	4	1	405.586
24599596	7	4.44	30.29	3	0	341.499
24613457	6	4.39	23.55	2	0	376.544
24617525	7	3.71	47.73	4	0	370.424
24656803	7	4.75	50.80	4	1	430.548
24684830	6	3.15	44.53	4	1	368.525
24691490	10	4.11	28.60	4	0	395.591
24712455	6	2.56	44.53	4	1	342.487
24719526	8	5.93	41.57	3	1	442.603
24737510	3	2.33	46.94	4	2	378.516
24826193	5	2.89	67.94	5	0	331.379
24826539	8	4.52	32.70	3	1	371.496
24840969	5	4.24	61.80	5	0	435.572
24868098	6	5.08	30.29	3	0	375.516
24879760	8	5.45	49.25	4	1	415.581
24889917	7	4.74	47.09	3	0	400.526
24948108	5	4.08	22.86	3	0	393.454
24950340	5	3.03	62.72	3	0	419.404
24991477	5	3.04	64.03	6	0	381.86
25030516	7	3.56	57.34	5	0	401.470
25091245	5	4.21	49.77	3	1	399.55
25092097	7	4.46	38.50	3	0	354.425
25116525	7	4.15	49.25	4	1	415.512
25137964	5	3.21	64.28	5	0	370.84
25157507	5	4.70	55.88	3	1	404.90
25188293	6	3.13	59.98	4	0	331.80
25209389	4	3.31	58.04	6	0	402.52
25234485	5	2.51	70.39	4	2	410.562
25272266	7	4.58	68.46	4	0	413.90
25273941	6	4.12	6.48	2	0	358.425
25298417	7	4.83	29.85	2	1	337.442
25354080	6	4.45	50.16	3	1	414.553
25355708	3	4.28	51.02	3	0	356.445
25358636	5	4.10	70.84	4	1	357.84
25384838	5	4.63	55.05	4	0	384.88
25390977	3	5.41	49.41	2	1	406.91
25403974	7	2.39	69.21	5	0	327.388
25413285	5	3.46	39.18	5	1	395.547
25484387	4	4.01	33.20	3	0	342.87
25530226	7	3.65	26.71	3	1	318.505
25549451	4	1.78	75.86	6	0	420.49
25604081	5	2.59	36.02	3	0	365.562
25606969	7	5.20	38.88	3	0	403.505
25658192	5	4.04	51.39	4	0	383.51
25661334	7	4.40	56.90	4	1	401.514
25668370	6	2.14	72.70	4	1	325.347
25690612	7	4.33	15.71	3	0	380.576
25713619	6	4.35	47.09	3	0	400.526
25745425	8	2.95	35.94	4	1	386.511
25781536	7	3.16	58.22	3	1	375.90
25829705	8	4.04	54.63	5	0	438.547
25833128	9	3.88	42.76	5	0	438.547
25837453	5	3.94	23.55	3	0	404.52
25854433	8	4.89	23.55	2	0	396.550
25881273	4	4.66	53.85	2	2	343.430
25911781	7	3.82	52.49	5	1	402.97
25923231	4	4.00	22.86	3	0	373.93
25936320	6	4.00	50.97	5	0	407.514
25946100	5	4.77	47.09	3	0	412.537
25972809	4	3.34	50.50	3	0	380.44
26043540	7	3.61	24.50	3	1	350.506
26065673	4	3.49	67.15	3	2	355.482
26094073	4	3.12	62.14	5	1	330.407
26119039	6	3.89	56.96	5	0	394.471
26133885	6	4.03	52.15	3	2	421.440
26150203	6	4.42	49.64	3	1	442.96
26160224	7	3.61	58.22	3	1	361.87
26171237	7	4.78	23.55	2	0	438.92
26182646	7	3.22	43.09	4	1	446.03
26253632	3	3.59	46.34	2	0	340.81
26259548	5	2.69	39.85	3	1	376.448
26264741	7	4.45	15.71	3	0	370.581
26349610	4	4.13	62.63	4	1	406.493
26358267	4	4.92	32.51	3	0	381.90
26401298	5	4.83	39.08	3	1	383.495
26409850	6	5.21	55.63	4	1	419.532
26413404	3	4.16	23.55	2	0	390.91
26416404	5	3.65	37.61	3	0	407.46
26418355	7	4.49	51.66	5	0	440.53
26428384	4	3.16	42.16	3	0	251.71
26439449	3	4.15	36.69	2	0	380.463
26518864	5	2.09	68.52	5	1	300.75
26530817	6	4.64	38.88	3	0	377.536
26543213	5	3.36	55.57	3	0	328.412
26555221	5	4.55	23.47	2	1	347.86
26582881	3	3.33	49.58	3	0	383.51
26583324	9	3.03	63.05	4	1	383.540
26654903	9	3.83	45.40	4	0	356.393
26655209	6	4.19	41.93	4	1	413.94
26707233	4	4.36	29.54	3	0	337.463
26729778	5	4.71	38.50	3	0	362.473
26741052	6	4.44	46.34	3	0	376.448
26755263	6	4.75	38.50	3	0	370.88
26761953	8	3.55	35.94	4	1	420.95
26765283	6	6.67	42.74	3	1	440.60
26771177	6	4.57	24.50	3	1	350.385
26784463	7	4.21	38.77	4	0	385.52
26806365	6	3.70	58.73	4	1	412.91
26810757	3	3.90	32.34	2	1	350.79
26841305	9	4.02	59.50	3	0	414.56
26848664	7	4.17	62.19	3	2	413.541
26884998	5	4.60	45.23	3	1	385.511
26889674	8	2.95	35.94	4	1	386.511
26934514	5	4.16	45.48	2	1	364.489
26939069	6	3.48	49.64	3	1	412.60
26942805	6	5.41	48.31	4	1	425.96
26954678	8	4.66	54.90	5	0	443.61
26963189	7	4.94	58.73	4	1	406.526
26971451	9	4.81	23.55	3	0	438.55
26989277	6	4.17	54.63	5	0	398.89
27012152	10	4.06	24.94	4	0	400.538
27097908	5	2.36	32.34	2	1	296.40
27138858	5	3.28	70.05	4	0	439.515
27153028	6	2.83	52.65	3	1	371.525
27164817	7	1.57	80.56	5	0	385.468
27191049	8	4.41	39.08	3	1	373.86
27212395	7	4.24	71.53	4	1	435.54
27215933	5	3.88	52.23	3	1	392.478
27221744	7	3.46	61.52	4	2	389.86
27235667	5	2.91	71.70	5	0	428.492
27239528	8	3.16	45.17	5	1	396.531
27241334	7	3.85	59.39	4	1	418.541
27249173	10	2.91	59.08	4	0	430.589
27253110	10	4.71	24.94	4	0	422.613
27257677	6	4.66	23.55	2	0	406.90
27264995	7	4.62	48.99	3	1	393.454
27283700	10	3.94	34.17	5	0	412.574
27284412	8	4.07	49.50	3	1	390.406
27284541	6	3.80	58.12	4	1	372.53
27285910	7	4.45	49.77	4	1	401.93
27294124	2	2.66	51.14	5	0	292.342
27297661	5	4.10	41.57	3	1	364.489
27302803	6	3.50	59.39	4	1	404.514
27328317	6	4.00	59.98	4	0	373.89
27391270	7	4.58	56.13	2	1	383.451
27400658	7	3.92	42.43	3	0	370.468
27419129	7	5.27	50.80	4	1	444.575
27497711	5	4.96	39.08	3	1	361.489
27508823	7	3.50	35.94	4	1	392.90
27529496	9	4.24	24.94	4	0	400.538
27549365	4	4.08	38.13	3	0	373.500
27595745	7	3.93	35.94	4	1	386.511
27610319	7	4.12	56.59	3	0	391.471
27630663	5	3.05	62.39	4	1	321.81
27673211	5	4.64	23.47	2	1	335.491
27685218	7	5.01	61.80	4	2	448.538
27705157	7	4.62	59.98	4	0	379.508
27708462	4	4.27	41.05	4	1	364.51
27715731	6	4.98	29.85	2	1	377.387
27732972	7	5.31	49.94	3	2	383.322
27741452	6	4.30	26.71	3	1	388.555
27754944	5	4.05	51.39	4	0	413.521
27756750	7	4.73	51.39	4	0	439.559
27812912	5	4.99	35.16	3	1	404.533
27835736	4	3.39	38.50	3	0	332.46
27880699	5	4.03	61.02	3	2	410.521
27885127	7	4.50	6.48	2	0	332.507
27910392	5	2.87	46.61	3	0	337.419
27912368	7	4.90	50.80	4	1	448.538
27977832	7	4.39	47.73	4	0	392.499
28000408	8	4.58	20.64	3	0	405.586
28007922	7	3.93	44.81	4	1	436.04
28020479	7	4.62	58.64	3	1	446.522
28046389	6	4.75	38.13	3	0	397.56
28091988	9	3.93	65.82	4	0	435.524
28092510	6	3.39	29.95	4	1	415.529
28115534	7	2.98	58.37	3	1	381.49
28131705	7	4.51	32.70	3	1	411.441
28142889	3	3.85	50.27	3	0	376.47
28144154	7	3.34	19.37	3	0	341.474
28154379	8	4.14	56.96	5	0	440.515
28158153	6	4.10	6.48	2	0	346.58
28162976	5	3.20	51.39	4	0	321.81
28165451	6	3.80	59.75	2	0	375.85
28180850	5	4.10	26.79	3	0	409.59
28251511	12	4.38	59.00	4	1	435.564
28253595	8	4.45	49.25	4	1	411.549
28260033	7	4.09	41.93	4	1	389.92
28261411	6	1.69	79.62	3	1	382.49
28263644	4	3.76	33.45	2	0	317.81
28267359	5	2.68	67.52	6	0	407.518
28312508	6	3.62	47.73	3	0	378.472
28325942	9	4.55	50.80	4	1	424.585
28400827	4	2.84	58.29	5	0	377.492
28415866	6	4.29	38.50	3	0	354.425
28419568	9	4.30	42.43	3	0	366.505
28455744	7	1.99	61.44	3	2	345.487
28457148	5	3.86	49.50	3	1	382.89
28532414	8	3.28	35.94	4	1	372.53
28574624	6	4.48	40.62	2	0	436.571
28575930	3	5.63	32.26	4	0	362.521
28599132	4	3.40	29.27	2	0	342.38
28612641	7	3.01	71.26	4	1	396.414
28640007	7	4.64	49.58	3	0	417.553
28688567	5	2.72	81.35	5	0	414.465
28708575	6	3.15	59.98	4	0	331.80
28710051	6	2.80	72.64	3	0	372.81
28717393	7	4.27	47.73	4	0	410.558
28745313	5	3.90	51.02	3	0	358.80
28746369	11	4.72	44.73	4	2	404.554
28768335	5	3.59	42.50	3	2	355.526
28868455	5	3.77	64.43	3	0	403.482
28918933	7	3.96	71.03	5	2	446.547
28940958	3	4.02	42.16	3	0	291.78
28955082	4	2.94	58.81	4	0	419.525
28964113	7	4.70	32.26	4	0	398.54
28978400	8	4.44	56.32	4	0	446.526
28998669	7	4.95	26.79	3	0	423.576
29011739	8	4.34	36.02	4	0	435.612
29042562	6	3.49	46.61	2	0	347.430
29068810	7	3.87	39.60	4	1	411.54
29129194	11	3.61	53.96	5	2	438.491
29136024	7	2.89	60.25	4	0	340.427
29167969	5	3.71	58.29	5	0	411.509
29180666	6	4.00	32.78	3	0	408.586
29195030	1	3.20	36.69	2	0	312.413
29248668	5	2.94	38.50	3	0	340.346
29314115	6	3.56	50.33	4	0	427.552
29328693	6	4.66	47.09	3	0	364.493
29332483	3	3.87	46.34	2	0	344.414
29399225	6	4.51	15.27	2	1	344.49
29416812	5	4.93	9.72	3	0	409.52
29449136	6	3.73	48.31	4	1	375.472
29452708	8	4.40	32.70	3	1	345.527
29462939	6	3.46	33.09	3	1	360.93
29487703	7	4.02	59.75	2	0	395.499
29501698	7	4.95	55.88	3	1	428.55
29527686	7	5.57	52.15	3	2	403.570
29579621	4	4.98	29.85	2	1	351.51
29629364	7	3.73	32.70	3	1	369.549
29671004	6	4.36	52.57	3	2	380.532
29716291	6	3.64	29.95	4	1	403.586
29814729	7	4.30	41.93	4	1	447.498
29829363	8	3.19	26.71	3	1	296.499
29837265	7	4.70	23.47	2	1	335.491
29858585	8	4.69	38.40	4	1	449.566
29867858	5	4.76	41.05	4	1	376.479
29868040	4	4.32	49.52	4	2	377.488
29871297	5	4.61	38.50	3	0	398.454
29892641	7	3.83	66.13	5	1	415.497
29896980	6	4.07	38.50	3	0	364.489
29931482	3	3.25	29.95	4	1	371.569
29933641	5	3.80	62.72	3	0	427.504
29962989	5	2.86	43.86	3	0	389.499
29999864	8	2.20	88.77	4	0	448.523
30038689	9	3.38	35.94	4	1	400.538
30039251	8	3.64	35.94	4	1	408.465
30049641	5	3.15	50.60	4	0	422.504
30050375	6	4.06	32.78	3	0	392.543
30061502	6	2.66	59.00	5	1	355.434
30100420	7	3.96	23.55	2	0	372.528
30150684	6	4.24	23.47	2	1	327.443
30155392	5	3.50	62.14	5	1	320.396
30194273	4	4.50	20.31	2	0	313.83
30205866	4	4.26	31.92	2	1	335.47
30213744	6	3.87	61.61	4	1	410.54
30219702	5	4.18	32.34	2	1	426.64
30228354	6	3.73	42.50	3	2	399.486
30231512	6	4.12	55.05	4	0	402.421
30258767	7	4.77	39.08	3	1	373.86
30293200	4	2.95	49.58	3	0	429.443
30298241	7	4.18	26.71	3	1	368.496
30303556	8	3.02	55.15	4	0	398.503
30337638	5	2.44	77.27	5	0	407.85
30349885	10	3.85	35.94	4	1	382.548
30357977	9	4.04	47.36	3	0	423.480
30379960	7	4.93	36.36	3	1	374.528
30380846	8	4.64	32.70	3	1	367.533
30394348	5	4.72	45.48	2	1	374.484
30468993	8	5.11	54.71	3	1	446.591
30469750	4	5.13	9.72	3	0	375.99
30483183	8	4.11	39.60	4	1	425.57
30497734	7	4.49	33.53	4	0	408.521
30517452	7	3.42	26.71	3	1	316.489
30540219	5	4.28	28.18	5	0	434.00
30561372	5	5.33	31.92	2	1	325.47
30578044	8	3.29	54.46	4	1	431.580
30580351	6	5.64	40.71	2	2	377.387
30602097	5	4.61	47.67	3	1	423.443
30603496	6	4.33	40.62	2	0	418.581
30623125	5	4.27	32.34	2	1	352.453
30652829	6	4.31	47.73	4	0	410.489
30675677	6	4.71	30.29	3	0	379.479
30696672	6	3.79	63.16	4	0	417.53
30723138	6	2.52	99.58	4	0	445.423
30774859	8	3.79	26.71	3	1	356.485
30802031	7	2.95	55.20	4	0	349.49
30806431	5	4.64	45.48	2	1	374.484
30871894	4	2.97	50.08	4	0	410.562
30898242	6	4.80	47.73	4	0	426.94
30901512	5	3.67	59.31	4	2	377.488
30920159	4	4.19	40.54	2	1	337.463
30921891	7	3.50	44.53	4	1	390.96
30925959	5	4.56	56.96	5	0	440.92
30935521	9	4.62	47.36	3	0	451.534
30953580	4	3.13	59.50	4	0	380.46
30984195	7	4.56	50.16	3	1	416.569
30987169	6	4.25	48.99	3	1	379.427
31038671	8	4.07	58.73	4	1	380.488
31070086	6	4.93	23.47	2	1	349.518
31170391	5	3.91	28.18	5	0	419.569
31225485	6	3.95	26.71	3	1	398.54
31226626	3	4.09	55.15	4	0	406.482
31234266	5	3.40	61.27	2	2	387.483
31234546	5	5.21	37.19	4	0	427.527
31345719	8	4.19	35.94	4	1	426.99
31379208	8	3.54	24.30	3	0	372.532
31401538	5	4.18	58.97	4	1	435.531
31409850	4	4.37	48.13	2	2	419.59
31413863	5	3.51	42.43	4	0	360.457
31420813	7	3.34	19.37	3	0	341.474
31433500	5	3.08	59.23	3	0	381.86
31459467	9	4.49	33.53	4	0	436.575
31460388	7	3.55	32.78	3	0	384.564
31465036	4	4.33	32.51	3	0	387.406
31491198	7	4.03	59.50	3	0	420.432
31492197	5	5.01	9.72	3	0	403.493
31524151	7	4.18	49.64	3	1	444.502
31526402	7	5.24	32.70	3	1	379.423
31533738	8	4.34	19.62	2	0	358.501
31548616	5	4.55	45.40	4	0	388.515
31551405	7	3.96	55.57	3	0	392.499
31566640	4	2.22	46.94	4	2	366.505
31588227	6	3.49	46.40	2	1	385.42
31590025	8	3.58	82.14	5	0	447.55
31636559	8	4.79	67.96	5	1	436.552
31640087	6	3.45	51.39	4	0	379.48
31641940	4	4.29	48.13	2	2	361.489
31648964	8	1.85	67.23	3	1	368.481
31649966	4	1.80	60.08	4	2	390.91
31699798	5	2.37	26.71	3	1	294.483
31715705	7	4.02	54.63	4	0	440.547
31720394	9	4.25	41.74	4	0	433.596
31725126	6	3.78	75.44	3	1	417.509
31732647	4	2.81	64.80	4	0	340.74
31732976	8	3.02	52.65	3	1	387.568
31762346	5	4.15	43.70	3	2	380.31
31794754	7	3.41	44.53	4	1	370.541
31853188	7	5.00	23.47	2	1	387.446
31868601	6	5.11	50.16	3	1	444.623
31886841	9	4.86	60.25	4	0	418.541
31910390	8	3.79	67.60	4	1	385.508
31936157	5	3.56	65.29	3	2	401.510
31949263	9	4.85	24.94	4	0	434.98
32000435	8	2.99	39.85	3	1	342.483
32035096	7	4.56	47.73	4	0	402.494
32035398	7	4.89	58.97	4	1	423.520
32042094	7	3.73	58.73	4	1	424.56
32073680	6	3.56	67.52	5	0	427.508
32089279	6	4.18	42.43	3	0	372.468
32093046	6	3.96	32.78	3	0	410.533
32099284	6	4.69	47.73	4	0	410.489
32119276	7	4.46	15.71	3	0	392.535
32127179	6	4.20	6.48	2	0	320.91
32178404	5	4.55	23.47	2	1	347.86
32184492	7	2.91	59.08	4	0	450.579
32184933	5	3.64	41.74	4	0	377.488
32189963	8	4.16	47.73	4	0	384.520
32193138	10	3.57	41.74	4	0	419.569
32242622	7	4.29	49.25	4	1	433.503
32249120	11	4.51	45.17	5	1	426.601
32261691	7	3.42	35.94	4	1	378.516
32267946	5	3.64	55.57	3	0	398.89
32277991	9	4.61	24.94	4	0	396.575
32308324	7	2.94	85.11	5	0	449.507
32329095	6	3.81	26.71	3	1	380.86
32392180	4	4.70	32.51	3	0	383.443
32403899	7	4.30	35.94	4	1	408.586
32421106	7	4.68	39.08	3	1	389.422
32427814	4	4.63	20.31	2	0	299.458
32447842	7	5.13	41.29	3	1	443.514
32452486	8	4.35	59.00	4	1	417.93
32456304	6	3.28	60.25	4	0	368.481
32465407	7	5.01	40.54	3	1	395.93
32477898	6	3.95	49.85	3	0	400.563
32510023	7	4.88	40.54	3	1	397.518
32529662	8	4.94	50.80	4	1	430.97
32554611	7	3.47	59.98	4	0	365.360
32595600	5	4.04	42.58	3	1	430.596
32613218	5	3.58	50.50	3	0	416.94
32617764	8	4.20	59.39	4	1	444.579
32651441	6	4.22	41.57	3	1	352.478
32671175	8	4.03	58.73	4	1	402.494
32687759	5	3.42	29.95	4	1	383.511
32704462	5	3.21	18.95	4	0	391.98
32763323	8	3.51	28.18	5	0	415.622
32776612	6	2.86	22.86	3	0	369.553
32781991	6	4.66	32.34	2	1	380.507
32817424	4	3.34	62.46	4	1	392.547
32831623	7	4.90	54.71	3	1	426.464
32865400	7	4.54	48.00	5	0	417.93
32871630	6	4.03	65.95	3	2	427.552
32874359	7	4.09	64.86	5	1	403.461
32889507	8	3.63	35.94	4	1	368.521
32907654	8	3.92	24.30	3	0	354.542
32911950	8	3.65	44.81	4	1	422.01
32972498	7	4.96	50.16	3	1	449.00
33134518	5	4.91	9.72	3	0	383.503
33141745	8	2.83	53.09	4	0	435.99
33160382	6	3.56	45.40	4	0	354.377
33169305	9	4.24	24.94	4	0	400.538
33171987	4	3.95	9.72	3	0	367.581
33186140	8	4.97	47.67	3	1	385.515
33226668	5	3.29	61.80	4	2	420.98
33273163	8	4.12	54.46	4	1	449.98
33291309	4	4.75	51.02	3	0	394.90
33296972	5	3.69	23.55	2	0	376.492
33300509	3	3.55	54.80	5	0	351.84
33328468	4	4.09	29.95	4	1	365.521
33356849	5	4.57	58.12	4	1	376.504
33365821	4	4.56	32.51	3	0	381.90
33374499	4	3.79	28.18	5	0	411.521
33445103	5	4.27	27.54	4	0	430.04
33488149	6	4.98	68.20	5	1	441.535
33495253	7	4.65	50.16	3	1	446.639
33495758	5	2.79	26.79	3	0	399.623
33517944	6	4.13	27.54	4	0	449.566
33555160	7	3.39	58.73	4	1	392.499
33608230	8	5.45	47.36	3	0	443.99
33612160	4	4.42	46.92	2	1	373.379
33655651	6	2.31	38.74	4	2	379.97
33658652	6	5.23	47.09	3	0	378.520
33684261	6	4.63	47.09	3	0	378.520
33710212	7	4.01	19.62	2	0	358.54
33712834	5	4.72	58.12	4	1	376.504
33740629	8	4.44	32.26	4	0	405.00
33798317	7	4.63	71.67	3	2	407.493
33806354	7	4.89	19.37	3	0	395.566
33851605	7	4.10	70.50	3	2	443.547
33878723	6	3.94	26.71	3	1	338.495
33930813	7	4.91	23.55	2	0	398.98
33964086	6	4.90	64.28	5	0	408.52
33980686	5	4.27	22.86	3	0	407.481
34010251	6	3.17	59.50	4	0	402.494
34021799	7	4.42	32.70	3	1	353.506
34033222	6	3.84	35.94	4	1	404.98
34047669	6	4.43	38.13	3	0	367.537
34087303	4	3.04	41.49	5	0	372.90
34093352	7	3.77	50.08	4	0	440.547
34115404	6	4.20	46.61	4	0	407.53
34136262	6	4.43	38.50	3	0	372.416
34159011	6	4.30	71.70	5	0	432.524
34178101	6	3.95	48.13	2	2	393.55
34203031	6	3.01	38.08	4	0	356.466
34293319	7	4.17	49.77	4	1	387.90
34321788	5	4.81	41.37	3	0	446.570
34325319	5	4.24	54.63	5	0	412.92
34326677	3	3.11	59.75	2	0	329.396
34353465	9	5.10	33.53	4	0	432.612
34354637	9	4.00	35.94	4	1	382.548
34393952	6	3.78	55.30	3	0	365.356
34410490	5	4.65	30.29	3	0	379.479
34502799	7	3.71	49.50	3	1	362.87
34529519	8	3.69	59.51	6	1	418.541
34547067	9	4.40	35.94	4	1	436.519
34547760	8	3.56	26.71	3	1	344.52
34553623	7	3.92	45.40	4	0	368.404
34564547	8	3.67	52.65	3	1	419.569
34585861	6	3.85	54.46	4	1	401.510
34604598	5	3.74	53.68	2	1	385.479
34647732	7	4.90	50.80	4	1	448.538
34649656	5	3.66	32.78	3	0	406.97
34673796	5	4.42	42.74	3	1	360.505
34675968	5	4.38	55.88	3	1	384.483
34682614	9	4.38	42.43	3	0	366.505
34699268	8	4.16	62.39	4	1	377.367
34742070	6	5.11	30.29	3	0	393.506
34778158	6	4.58	47.09	3	0	392.89
34798359	5	2.58	71.70	5	0	384.480
34824127	6	3.91	62.39	4	1	343.81
34825674	7	4.61	38.50	3	0	390.406
34841260	4	4.52	36.10	2	1	352.86
34916555	4	3.78	50.16	3	1	360.461
34934761	3	2.41	33.19	5	1	407.00
34939198	4	3.23	42.68	2	0	315.413
34981667	7	3.82	73.39	4	0	416.91
35022645	5	4.51	55.63	4	1	379.53
35032222	8	5.17	49.94	3	2	389.52
35045063	5	5.18	58.53	3	2	421.90
35096548	7	3.67	55.57	3	0	362.85
35105609	4	3.26	58.29	5	0	369.85
35147275	9	4.51	54.63	5	0	446.474
35152214	6	3.79	44.73	4	2	354.494
35161914	5	3.10	52.49	5	1	400.95
35200236	7	3.80	32.70	3	1	331.500
35216700	6	4.26	64.86	5	1	429.499
35304374	8	3.92	63.94	4	1	434.536
35309638	3	3.92	36.69	2	0	368.50
35322697	4	4.26	45.64	2	2	360.436
35327858	7	5.50	38.88	3	0	399.542
35354968	5	5.00	23.55	2	0	390.571
35367825	8	5.02	15.71	3	0	392.587
35368252	5	4.87	33.53	4	0	430.596
35373381	4	3.63	69.29	3	1	365.433
35377340	6	3.97	58.64	4	1	416.521
35426699	6	2.89	97.72	5	2	382.468
35433049	6	3.04	55.20	4	0	379.49
35500818	7	4.86	15.71	3	0	397.02
35500861	3	3.78	37.38	2	0	321.420
35523461	7	4.19	41.74	4	0	403.526
35548019	2	2.77	55.05	4	0	292.342
35557491	6	4.99	47.73	4	0	438.83
35579215	7	3.54	26.71	3	1	376.94
35579535	5	4.21	42.01	4	0	440.97
35587812	6	3.52	26.71	3	1	344.88
35605867	6	4.16	40.54	2	1	341.495
35639406	6	2.68	49.85	4	0	392.499
35640321	3	4.44	45.15	5	0	389.478
35663112	4	3.29	58.64	3	1	356.397
35682368	8	4.23	47.73	4	0	384.520
35782154	7	3.06	52.23	3	1	408.590
35812895	5	3.49	45.67	4	0	427.548
35859958	8	3.85	42.43	3	0	352.478
35863188	8	3.46	50.97	4	0	407.514
35876254	7	4.86	32.70	3	1	385.93
35885155	5	3.79	33.09	3	1	372.516
35929226	11	4.87	44.73	4	2	422.544
35930182	6	4.95	30.29	3	0	381.564
35937607	4	4.80	23.47	2	1	355.91
35994462	5	4.50	38.50	3	0	380.463
36003019	5	3.88	33.09	3	1	350.441
36008238	6	3.58	35.58	3	1	371.569
36046178	4	2.15	55.57	3	0	340.34
36046339	5	4.19	47.73	4	0	416.521
36077014	8	3.88	51.91	3	0	395.499
36121180	7	4.48	15.71	3	0	382.523
36141369	7	4.00	32.78	3	0	392.543
36151967	7	4.67	42.16	3	0	383.495
36157538	6	4.75	41.57	3	1	426.560
36181860	6	4.82	38.50	3	0	394.53
36191867	6	3.44	65.01	4	1	418.541
36195197	5	3.55	51.39	4	0	321.81
36220743	7	3.62	56.17	5	2	418.96
36238967	5	4.82	51.02	3	0	434.85
36271110	6	4.13	54.71	3	1	390.483
36272979	6	4.52	48.75	5	0	405.498
36279152	8	4.46	64.80	4	0	438.499
36309608	8	3.93	26.71	3	1	374.476
36322314	6	2.88	62.39	4	1	295.77
36330234	8	4.45	28.60	4	0	413.62
36334071	10	4.60	24.94	4	0	423.01
